,TCR,ECS,F_CO2_scale,F_CH4_scale,F_N2O_scale,F_otherGHG_scale,F_O3tr_scale,F_O3st_scale,F_H2Ost_scale,F_contrails_scale,F_aerosols_scale,F_BCsnow_scale,F_landuse_scale,F_volcanic_scale,F_solar_scale,r0,rc,rt
0,2.0183103187074454,2.9573209933205398,1.080781397040997,0.724364541901196,0.9154843649117854,1.0036476985036153,1.083092421378296,0.7835853294084031,1.4251971705674684,0.10890977820003134,0.8015736284162825,1.3978893370781742,0.9707949900175022,0.8583051676831736,-0.3154482695123414,36.32778122121994,0.01633632951794762,3.9679697031507346
1,1.4378886497900352,2.4708875977692046,1.1262886671468026,0.9464758344062318,1.0575453094409033,1.1073752244837407,0.9887022960660247,0.3685618155488667,1.1519504080461682,2.0482395871328203,0.5476022591678944,1.1772447377759176,1.8370517165752185,0.9614263353120499,0.5935873254851316,37.18772157673149,0.021697279236173924,3.8965321233813985
2,1.321718602361284,2.2721931320367945,1.012273601127527,0.8768599365411441,1.019640404465178,1.0203026848318189,0.8176553009337837,1.2696871964837557,1.3508889708366567,2.116466011910293,0.5617715274328302,0.6475054770762769,1.1482785463722482,0.9522117731791906,-0.27404306793087185,32.49516415734589,0.017930487531750958,3.205753599287426
3,1.2316387283030499,7.745244348252121,1.133004072985306,0.7711444573371643,1.0615820203873936,1.0433528742571223,1.081148276040964,1.559941190091882,1.3987481017339682,0.0009581803413657441,1.0117461253788989,0.4337912886683206,0.6121418156701726,1.0673476095968992,1.6906209989593206,31.630953577087457,0.017822068556775834,4.0960238507631255
4,1.859598756381302,3.462201216116163,1.2666334889174509,0.7901746084892889,1.082744711275264,1.2036801490781626,0.8839629951619961,1.2206671482220208,0.7972639929386801,0.5920559641863758,1.1980884362930144,1.093882853042558,0.8525359937120106,0.9991284558605863,-0.028103918292273322,28.813842574217258,0.01989072176528221,3.905863909210379
5,1.2285877423017506,2.017341001200961,0.8696376419624632,0.7429773015168839,1.0341610541206678,0.9412069420091308,1.1256788733280918,1.32319446540169,1.078837072698779,0.5099785547167943,0.8552547007398018,1.1147485433929099,0.7867815928689325,0.9970124462576044,-0.12636209394418008,27.688682825184095,0.020687279490795404,4.6899174206619945
6,1.5818626467188046,2.9590084546194326,1.0217690540294044,0.7771957233753677,1.0566818531952014,0.8309066293463735,1.5249609250579055,1.4237988098252372,0.27326931797890364,2.271147453999439,0.6359988430488087,0.635893040926196,1.2034962696285905,1.0542186944554899,1.9641706760054856,31.668497079215456,0.016536520955560415,4.266891292757592
7,1.9220835351031005,3.4357001366587347,0.9597875428825988,0.8544685328053114,1.0481379864504818,0.9436618800583273,0.32328157028826243,1.1648887731885569,0.8794228580829265,1.4765090737436366,0.8349757678365797,1.6022163802255773,0.9326330666277546,0.8975903915308276,-0.4283395639290586,23.28465369622584,0.02050187771768513,4.771700039797761
8,1.743576442107658,2.906572765508869,1.1221252866096036,0.9650111908259783,1.0628825472262744,1.2817512364397148,0.5338243384225685,0.022603683509490713,0.7658462882633866,0.39870457056829034,0.7634428396863552,0.3394349737903191,0.6390192665468039,1.0152870982567532,3.4199490959939594,33.71790284770474,0.01877062122922781,3.763656819580556
9,1.7055277554383639,3.7904176915287433,0.9312222872873172,0.8763709553701617,0.9846333384501642,1.0745730717829394,1.2851131211936306,1.5371837158422805,0.7491034620511605,1.773129571629235,0.7138783323751553,1.3783684385909578,1.1515139075787604,0.8314350762401346,-0.6583918654302536,39.86658576361093,0.017731286425564975,4.734373659382186
